"","Year","OPCS","Description","FCE","Admissions","Male","Female","Gender Unknown","Emergency","Waiting list","Planned","Other Admission Method","Mean time waited","Median time waited","Mean length of stay","Median length of stay","Mean age","Age 0","Age 1-4","Age 5-9","Age 10-14","Age 15","Age 16","Age 17","Age 18","Age 19","Age 20-24","Age 25-29","Age 30-34","Age 35-39","Age 40-44","Age 45-49","Age 50-54","Age 55-59","Age 60-64","Age 65-69","Age 70-74","Age 75-79","Age 80-84","Age 85-89","Age 90+","Day case","FCE bed days","EmergencyDC","ElectiveDC","OtherDC","class1","elective","new_daycase","inpatient","daycase","class2","class3","class4","proc_group"
"97","2014","C05","Plastic repair of orbit",336,330,207,129,0,30,277,22,1,150,43,1.9,1,37,10,14,15,16,7,4,2,5,5,30,28,25,28,28,19,19,19,23,13,11,6,8,1,0,96,434,1,20,0,31,299,116,196,103,0,0,299,"Ocular"
"98","2014","C06","Incision of orbit",937,899,409,528,0,172,696,26,5,63,35,2.4,1,48,0,42,33,58,8,6,1,3,6,23,29,47,49,52,74,96,90,63,66,62,49,37,32,8,289,1531,9,30,0,177,722,319,476,246,0,722,0,"Ocular"
"99","2014","C08","Other operations on orbit",936,922,648,288,0,116,720,81,5,64,10,1.5,1,37,15,66,17,23,10,6,13,16,18,105,94,83,73,68,66,62,45,37,36,27,23,18,7,6,264,954,7,38,0,121,801,302,543,258,0,801,0,"Ocular"
"100","2014","C09","Replacement of canthal tendon",760,759,435,325,0,0,732,27,0,81,68,0.6,0,71,0,1,4,0,0,0,0,0,2,1,4,2,3,11,20,25,39,80,109,108,133,104,76,38,731,33,0,16,0,0,759,747,13,746,0,759,0,"Ocular"
"101","2014","C10","Operations on eyebrow",5076,5013,2761,2315,0,1412,3428,147,26,59,42,0.9,0,48,33,718,304,148,34,26,23,37,38,152,150,122,131,170,191,210,213,271,340,369,433,429,337,190,3418,1663,913,92,20,1438,3575,3510,1103,2472,0,3575,0,"Ocular"
"102","2014","C11","Operations on canthus",6455,6438,3033,3420,2,102,6083,248,5,57,43,1.4,1,65,1,41,31,32,6,6,9,7,13,58,91,117,150,219,363,444,447,596,784,826,844,686,426,256,6082,570,44,91,4,107,6331,6173,277,6054,0,6331,0,"Ocular"
"103","2014","C12","Extirpation of lesion of eyelid",26829,26793,13228,13601,0,84,26048,658,3,55,43,0.8,0,54,17,474,527,611,180,171,166,180,135,840,1025,1171,1215,1586,2032,2037,1993,1989,2588,2281,2181,1721,1146,530,26037,717,73,380,2,87,26706,26417,410,26296,0,26706,0,"Ocular"
"104","2014","C13","Excision of redundant skin of eyelid",4392,4376,1745,2647,0,2,4280,93,1,92,75,0.8,1,65,0,5,3,5,4,6,1,1,2,7,18,25,34,112,255,391,459,572,761,652,558,303,163,51,4171,159,1,105,1,3,4373,4276,115,4258,0,0,4373,"Ocular"
"105","2014","C14","Reconstruction of eyelid",2080,2030,993,1086,1,27,1370,632,1,57,36,1.4,1,71,1,2,2,3,0,2,1,1,1,10,15,16,27,37,81,104,101,148,256,296,279,339,240,114,1788,417,15,84,0,28,2002,1872,200,1802,0,2002,0,"Ocular"
"106","2014","C15","Correction of deformity of eyelid",13404,13380,7794,5609,1,34,13135,210,1,76,62,1.7,0,76,2,14,34,25,6,8,1,6,2,23,29,39,32,68,115,215,331,619,1263,1966,2532,2824,2152,1090,12954,628,19,204,1,35,13345,13158,245,13100,0,13345,0,"Ocular"
"107","2014","C16","Other plastic repair of eyelid",920,886,504,416,0,60,807,17,2,61,42,9.1,1,68,9,6,3,6,0,0,3,0,5,2,8,13,14,33,35,47,49,63,100,112,125,120,96,70,780,1059,29,9,0,62,824,789,117,707,0,824,0,"Ocular"
"108","2014","C17","Other repair of eyelid",1389,1351,883,506,0,694,565,71,21,46,22,0.9,0,45,3,134,91,59,6,4,6,10,21,79,73,77,62,53,73,56,64,63,81,81,82,96,65,49,598,747,403,24,10,715,636,622,351,285,0,636,0,"Ocular"
"109","2014","C18","Correction of ptosis of eyelid",6020,6014,2624,3396,0,9,5870,133,2,98,81,0.7,1,60,19,155,146,85,36,29,32,22,15,110,107,124,114,163,285,352,429,523,780,810,767,558,267,85,5832,138,3,78,2,11,6003,5910,110,5893,0,0,6003,"Ocular"
"110","2014","C19","Incision of eyelid",738,723,371,367,0,81,631,10,1,50,38,3,2,40,0,39,47,56,15,24,8,5,4,33,42,51,44,55,54,56,41,26,33,30,35,23,13,4,633,349,30,3,0,82,641,636,89,552,0,641,0,"Ocular"
"111","2014","C20","Protective suture of eyelid",141,135,83,58,0,13,89,33,0,30,15,10.6,10,68,1,2,1,0,0,1,0,1,3,0,0,3,1,4,3,6,8,5,20,11,24,25,9,11,119,253,2,2,0,13,122,121,17,105,0,122,0,"Ocular"
"112","2014","C22","Other operations on eyelid",7468,7439,3224,4244,0,246,5681,1510,2,53,39,4,0,65,5,47,66,58,8,14,16,18,11,59,81,134,155,233,359,438,595,679,889,922,1008,827,558,286,7061,1496,179,65,0,248,7191,7126,329,6862,0,7191,0,"Ocular"
"113","2014","C23","Operations on eyelid",223,223,98,125,0,2,201,20,0,82,69,1.2,1,60,0,0,0,0,1,1,0,0,0,5,5,10,7,18,16,20,15,28,22,24,20,16,11,4,203,24,1,2,0,2,221,205,18,203,0,221,0,"Ocular"
"114","2014","C24","Operations on lacrimal gland",238,238,84,154,0,1,225,12,0,60,45,1,1,49,0,3,3,3,1,0,2,2,0,17,8,16,20,28,21,19,16,21,14,13,15,8,6,2,204,34,0,8,0,1,237,212,26,211,0,237,0,"Ocular"
"115","2014","C25","Connection between lacrimal apparatus and nose",4073,4071,1325,2748,0,11,4016,43,1,103,90,1,1,61,0,59,35,38,15,5,4,5,9,42,65,95,147,174,234,307,331,409,562,505,497,332,149,53,2768,1243,3,227,0,12,4059,2995,1074,2985,0,0,4059,"Ocular"
"116","2014","C26","Other operations on lacrimal sac",148,147,50,98,0,9,131,7,0,62,51,1.1,1,65,0,1,2,2,0,0,0,1,0,4,3,2,2,10,7,5,9,14,11,13,14,21,16,11,122,29,5,3,0,9,138,125,21,117,0,138,0,"Ocular"
"117","2014","C27","Operations on nasolacrimal duct",3425,3420,1468,1957,0,87,3235,96,2,80,63,0.6,0,31,66,1526,191,55,11,7,5,7,1,22,24,47,53,69,89,119,138,140,220,188,162,155,90,38,3167,162,76,102,0,89,3331,3269,152,3179,0,3331,0,"Ocular"
"118","2014","C29","Other operations on lacrimal apparatus",4934,4924,1640,3294,0,91,4733,99,1,71,56,0.6,0,63,1,27,24,19,7,9,16,7,11,62,80,111,128,194,302,383,429,476,679,620,591,442,216,99,4782,83,73,33,1,92,4832,4815,117,4715,0,4832,0,"Ocular"
"119","2014","C31","Combined operations on muscles of eye",7012,7011,3375,3637,0,6,6935,70,0,106,95,0.6,0,19,17,1505,2257,505,108,88,85,72,55,262,302,269,214,212,228,195,130,131,125,110,81,39,16,2,6509,294,5,248,0,6,7005,6757,255,6750,0,0,7005,"Ocular"
"120","2014","C32","Recession of muscle of eye",2400,2399,1155,1245,0,2,2370,27,0,104,90,1.1,1,27,7,365,575,168,37,40,32,27,19,91,107,100,94,98,120,90,85,85,88,79,56,25,9,1,2247,162,0,55,0,2,2397,2302,98,2299,0,0,2397,"Ocular"
"121","2014","C33","Resection of muscle of eye",1031,1030,502,529,0,1,1021,8,0,101,91,1.1,1,32,1,75,186,105,16,13,17,12,15,40,60,56,37,58,58,53,48,39,46,38,29,20,7,2,959,99,1,29,0,1,1029,988,43,986,0,0,1029,"Ocular"
"122","2014","C34","Partial division of tendon of muscle of eye",264,264,143,121,0,1,260,3,0,91,81,0.9,1,29,0,33,51,22,4,3,1,2,5,17,12,13,14,8,13,11,15,10,18,6,0,4,1,0,257,6,0,2,0,1,263,259,5,258,0,0,263,"Ocular"
"123","2014","C35","Other adjustment to muscle of eye",307,306,148,159,0,3,300,3,0,101,80,1,1,35,1,29,43,27,4,4,5,1,1,14,17,8,15,15,21,20,15,18,17,16,8,5,3,0,265,41,1,13,0,3,303,278,29,274,0,0,303,"Ocular"
"124","2014","C37","Other operations on muscle of eye",890,887,363,527,0,11,756,120,0,77,52,4.6,1,42,14,39,56,54,3,9,10,8,5,37,47,50,55,56,80,78,58,56,54,40,40,16,17,8,846,91,5,8,0,11,876,854,35,841,0,876,0,"Ocular"
"125","2014","C39","Extirpation of lesion of conjunctiva",2889,2888,1530,1359,0,7,2844,36,1,72,60,0.7,1,51,0,12,49,48,15,14,10,13,7,86,105,177,235,265,291,298,230,201,260,199,162,113,68,16,2771,86,7,41,1,8,2880,2812,77,2803,0,2880,0,"Ocular"
"126","2014","C40","Repair of conjunctiva",338,334,183,155,0,50,273,9,2,40,17,2.2,1,57,1,6,7,5,0,0,0,3,0,6,10,16,14,18,25,27,23,24,32,42,45,19,11,4,256,167,36,3,0,52,282,259,66,216,0,282,0,"Ocular"
"127","2014","C41","Incision of conjunctiva",26,26,13,13,0,4,20,2,0,86,93,3.8,2,65,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,4,2,5,4,2,2,0,22,15,1,0,0,4,22,22,3,19,0,0,22,"Ocular"
"128","2014","C43","Other operations on conjunctiva",1065,1062,521,544,0,50,983,28,1,45,28,1.8,1,57,3,14,27,26,8,9,5,5,6,24,38,27,38,49,57,82,73,78,113,99,126,90,46,19,960,186,23,19,0,51,1011,979,82,929,0,1011,0,"Ocular"
"129","2014","C44","Other plastic operations on cornea",1728,1727,825,903,0,20,1021,686,0,89,68,1.4,1,65,0,1,0,0,0,1,0,1,3,38,46,57,71,57,78,64,84,145,199,238,254,218,132,40,1155,817,15,26,0,20,1707,1181,540,1167,0,0,1707,"Ocular"
"130","2014","C45","Extirpation of lesion of cornea",1407,1403,703,704,0,93,1270,38,2,71,57,3.9,2,53,2,15,22,20,7,4,4,9,2,29,62,81,96,123,141,107,103,98,127,101,99,67,64,22,1244,702,10,20,0,95,1308,1264,133,1175,0,1308,0,"Ocular"
"131","2014","C46","Plastic operations on cornea",3169,3160,1946,1223,0,142,1913,1103,2,96,69,2.5,1,48,12,5,10,31,24,25,36,63,34,320,355,279,213,172,167,182,123,173,182,201,205,182,108,52,2069,2732,28,57,0,144,3016,2126,993,2023,0,0,3016,"Ocular"
"132","2014","C47","Closure of cornea",1956,1934,1209,746,1,352,1448,130,4,58,37,2.8,1,52,22,53,39,32,8,6,6,11,16,102,129,131,110,108,103,116,101,111,125,152,191,127,100,54,1503,1205,138,24,1,356,1578,1527,346,1232,0,1578,0,"Ocular"
"133","2014","C49","Incision of cornea",274,274,150,124,0,3,255,16,0,81,66,0.7,1,60,0,0,0,0,0,0,0,2,1,4,8,20,17,19,18,24,20,16,22,28,19,30,16,9,262,8,2,4,0,3,271,266,8,263,0,271,0,"Ocular"
"134","2014","C51","Other operations on cornea",2492,2480,1556,936,0,343,1978,154,5,66,55,5.1,4,38,3,17,17,66,39,60,61,79,78,442,423,253,130,79,74,66,64,59,82,67,110,94,83,44,2067,2080,36,22,1,348,2132,2089,345,1787,0,2132,0,"Ocular"
"135","2014","C52","Excision of sclera",434,434,208,226,0,1,423,10,0,62,56,1.1,1,70,0,0,0,1,0,0,0,0,1,2,3,2,3,6,13,17,32,40,58,72,78,68,34,4,347,93,0,5,0,1,433,352,82,351,0,433,0,"Ocular"
"136","2014","C53","Extirpation of lesion of sclera",22,22,11,11,0,0,21,1,0,65,54,1.5,2,49,0,1,1,0,0,0,0,1,0,1,1,1,1,1,3,2,1,0,2,3,2,1,0,0,20,3,0,1,0,0,22,21,1,21,0,22,0,"Ocular"
"137","2014","C54","Buckling operations for attachment of retina",1099,1096,621,478,0,220,835,28,13,22,8,1,1,44,2,1,3,30,7,8,9,14,14,90,127,92,88,113,99,77,71,69,58,62,34,22,7,1,605,470,104,31,0,233,863,636,364,499,863,0,0,"Ocular"
"138","2014","C55","Incision of sclera",39,39,22,17,0,3,35,1,0,25,7,0.9,1,57,0,0,1,0,0,0,0,0,1,1,3,1,2,3,3,4,2,5,0,3,0,2,8,0,19,21,3,1,0,3,36,20,18,18,36,0,0,"Ocular"
"139","2014","C57","Other operations on sclera",277,268,187,90,0,64,192,12,0,64,34,3.6,1,57,1,5,4,7,0,0,1,0,1,9,7,12,7,13,17,24,23,25,31,22,32,17,14,5,146,347,14,8,0,64,204,154,91,113,0,204,0,"Ocular"
"140","2014","C59","Excision of iris",131,130,64,67,0,25,98,7,0,41,29,1.3,1,54,7,4,3,1,1,0,1,0,0,4,1,6,3,7,5,14,11,6,10,11,18,10,6,2,92,55,11,3,0,25,105,95,29,76,0,105,0,"Ocular"
"141","2014","C60","Filtering operations on iris",7499,7494,3909,3589,1,87,7281,125,1,60,49,1.1,1,66,43,36,32,51,10,11,7,5,7,51,57,93,106,177,274,407,488,731,1053,1229,1232,975,349,66,6113,1560,39,122,0,88,7406,6235,1248,6158,0,7406,0,"Ocular"
"142","2014","C61","Other operations on trabecular meshwork of eye",2317,2297,1158,1159,0,16,2157,123,1,57,42,2.2,1,71,32,27,2,1,0,1,0,0,0,4,7,10,6,19,35,77,112,163,334,369,398,369,241,110,2238,145,12,9,1,17,2280,2247,69,2211,0,2280,0,"Ocular"
"143","2014","C62","Incision of iris",3556,3513,1179,2377,0,360,3061,86,6,39,29,1.7,1,65,0,1,0,0,2,0,2,0,0,1,8,22,51,108,230,272,328,489,674,532,418,271,102,45,3135,733,105,14,3,366,3147,3149,360,2787,0,3147,0,"Ocular"
"144","2014","C64","Other operations on iris",311,305,173,138,0,38,255,11,1,58,43,1.4,1,66,2,6,4,4,0,1,1,0,1,3,7,5,4,6,17,5,12,21,27,41,50,50,31,13,239,101,20,8,0,39,266,247,55,211,0,266,0,"Ocular"
"145","2014","C65","Operations following glaucoma surgery",2781,2779,1557,1224,0,58,2670,51,0,39,27,1,1,65,16,32,18,33,5,10,3,3,6,22,18,22,39,83,112,120,210,299,337,429,453,332,144,30,2579,208,41,45,0,58,2721,2624,154,2567,0,2721,0,"Ocular"
"146","2014","C66","Extirpation of ciliary body",2584,2571,1389,1195,0,126,2346,98,1,40,25,2.4,1,66,28,41,33,23,3,3,5,1,6,35,51,44,37,59,99,119,159,178,237,280,351,388,286,116,2354,518,67,25,0,127,2444,2379,194,2250,0,2444,0,"Ocular"
"147","2014","C67","Other operations on ciliary body",69,69,27,42,0,4,65,0,0,41,29,2.6,1,71,0,1,0,0,0,0,0,0,0,1,0,1,0,3,2,2,6,3,5,12,9,9,8,7,60,23,2,0,0,4,65,60,8,57,0,65,0,"Ocular"
"148","2014","C69","Other operations on anterior chamber of eye",911,900,465,446,0,266,594,34,6,28,6,2.5,1,64,7,15,8,8,2,6,1,2,1,14,21,17,25,29,45,37,45,69,82,130,126,110,89,20,567,854,123,9,2,272,628,576,231,397,0,628,0,"Ocular"
"149","2014","C71","Extracapsular extraction of lens",14135,13485,5776,8359,0,25,10687,2767,6,60,48,1.3,1,74,32,13,15,7,0,0,2,2,1,11,7,9,18,51,148,266,528,934,1706,2497,3181,2727,1499,476,13956,2360,11,43,4,31,13454,13999,129,13325,0,13454,0,"Ocular"
"150","2014","C72","Intracapsular extraction of lens",41,40,20,21,0,3,36,1,0,117,60,2.6,0,60,0,2,2,0,0,0,0,0,0,1,1,1,0,0,1,1,8,5,3,3,4,7,2,0,34,16,3,1,0,3,37,35,5,32,0,0,37,"Ocular"
"151","2014","C73","Incision of capsule of lens",13016,12953,5152,7862,2,219,12339,394,1,58,50,1.9,0,75,18,29,23,18,3,1,1,5,2,15,31,38,40,79,171,320,459,780,1357,1738,2514,2642,1922,810,12603,694,210,112,1,220,12733,12715,294,12439,0,12733,0,"Ocular"
"152","2014","C74","Other extraction of lens",375,372,204,171,0,53,305,13,1,56,17,1,1,44,70,24,33,10,0,2,0,2,2,5,1,5,3,5,10,6,12,21,24,22,46,47,13,10,229,169,43,8,0,54,318,237,117,201,0,318,0,"Ocular"
"153","2014","C75","Prosthesis of lens",374901,371832,158298,216573,30,346,366389,5064,33,71,62,0.8,0,75,30,109,132,90,13,24,44,39,38,266,358,501,814,1862,3995,8153,14469,25500,45030,61497,80121,74098,42905,14603,364879,7080,259,6034,28,379,371453,370913,3951,367502,0,371453,0,"Ocular"
"154","2014","C77","Other operations on lens",192,188,95,97,0,8,172,8,0,46,31,1.1,1,64,8,3,6,3,0,0,0,0,0,5,1,1,1,2,2,5,11,16,11,28,38,23,24,4,172,23,4,3,0,8,180,175,16,164,0,180,0,"Ocular"
"155","2014","C79","Operations on vitreous body",139689,139309,65171,74507,11,4919,79377,54846,167,40,22,1.1,1,73,54,64,89,107,34,27,35,35,42,323,716,917,979,1723,3270,4935,7052,9567,15290,18249,23248,24313,18797,9746,128435,12247,3242,1543,19,5086,134223,129978,9331,124892,0,134223,0,"Ocular"
"156","2014","C80","Operations on retinal membrane",794,793,353,441,0,12,758,23,0,51,42,1.1,1,67,0,0,3,4,0,0,1,0,3,3,10,15,6,13,22,32,47,91,154,151,132,79,22,6,572,234,9,16,0,12,781,588,203,578,0,781,0,"Ocular"
"157","2014","C81","Photocoagulation of retina for detachment",1065,1049,638,427,0,128,890,21,10,27,15,1.6,0,54,30,3,7,18,1,4,6,2,7,30,31,35,38,58,61,106,143,141,139,96,56,39,6,5,815,400,112,49,0,138,911,864,172,739,911,0,0,"Ocular"
"158","2014","C82","Destruction of lesion of retina",12539,12478,7404,5135,0,288,11506,629,55,35,24,4.4,1,58,205,205,30,38,8,5,6,6,22,145,296,392,432,619,931,1279,1430,1594,1579,1191,967,667,336,151,11653,3336,230,158,13,343,12135,11811,705,11430,0,12135,0,"Ocular"
"159","2014","C83","Translocation of retina",2,2,1,1,0,0,2,0,0,42,42,NA,NA,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,NA,0,0,0,0,2,2,0,2,0,2,0,"Ocular"
"160","2014","C84","Other operations on retina",276,271,130,146,0,14,241,16,0,37,27,1.8,1,61,6,2,2,0,0,0,0,0,0,5,7,4,12,8,13,19,20,27,55,31,32,19,9,5,117,314,8,12,0,14,257,129,137,120,0,257,0,"Ocular"
"161","2014","C85","Fixation of retina",2104,2099,1227,877,0,535,1506,39,19,25,7,0.3,0,56,2,13,12,19,5,7,5,9,9,56,49,56,61,87,140,213,330,364,362,169,78,43,9,6,1440,180,502,30,12,554,1545,1470,466,1079,1545,0,0,"Ocular"
"162","2014","C86","Other operations on eye",5361,5323,2739,2621,1,471,4013,822,17,70,21,1.9,1,43,282,1134,322,119,24,16,17,22,12,91,70,109,99,117,140,219,203,215,407,420,455,429,307,126,4536,1633,141,197,2,488,4835,4733,566,4269,0,4835,0,"Ocular"
"163","2014","C88","Destruction of subretinal lesion",100,100,54,46,0,2,87,11,0,52,26,0.2,0,57,3,8,1,0,0,0,0,0,0,0,0,1,6,4,6,10,8,7,14,4,8,15,0,5,94,1,2,3,0,2,98,97,3,95,0,98,0,"Ocular"
"164","2014","C89","Operations on posterior segment of eye",1890,1888,925,965,0,25,1753,108,2,46,26,1.2,0,70,2,2,2,4,0,2,0,1,1,12,2,26,21,39,62,82,93,136,245,297,363,257,164,77,1814,99,12,41,1,27,1861,1855,34,1827,0,1861,0,"Ocular"
"165","2014","D01","Excision of external ear",2059,2056,1405,654,0,17,1931,107,1,68,44,1.9,1,41,191,390,156,98,14,9,11,13,12,48,40,42,32,25,37,31,24,46,77,133,164,207,145,114,1835,428,3,72,0,18,2038,1907,150,1888,0,2038,0,"Ear"
"166","2014","D02","Extirpation of lesion of external ear",16300,16252,12343,3956,1,85,15799,364,4,49,34,1.9,1,65,43,241,191,243,94,85,101,95,98,467,362,348,304,318,424,549,589,769,1467,1923,2523,2482,1704,865,15488,1575,36,327,3,89,16163,15815,481,15682,0,16163,0,"Ear"
"167","2014","D03","Plastic operations on external ear",2440,2434,1351,1089,0,65,2194,175,0,108,78,1.4,1,27,0,44,483,599,143,108,86,46,25,98,94,62,45,55,71,63,49,57,72,67,73,61,25,12,1731,962,26,189,0,65,2369,1920,505,1864,0,0,2369,"Ear"
"168","2014","D04","Drainage of external ear",951,914,582,369,0,723,152,25,14,16,3,1.8,1,29,9,62,81,87,24,17,23,28,15,121,111,76,57,52,39,37,12,17,13,13,20,17,11,9,131,1429,232,21,1,737,177,152,149,28,177,0,0,"Ear"
"169","2014","D06","Other operations on external ear",4347,4255,2822,1525,0,1242,2846,138,29,47,25,1.7,0,51,7,303,293,157,38,42,45,50,46,217,189,151,116,135,126,132,155,170,270,361,411,433,310,182,2821,2630,702,97,17,1271,2984,2918,981,2003,0,2984,0,"Ear"
"170","2014","D08","Other operations on external auditory canal",1101,1066,613,488,0,184,854,21,7,63,44,3.9,1,49,0,25,50,45,8,7,11,11,5,51,60,57,51,58,94,85,81,70,96,68,57,51,39,20,680,1601,33,47,2,191,875,727,297,578,0,875,0,"Ear"
"171","2014","D10","Exenteration of mastoid air cells",3491,3460,1978,1513,0,144,3222,80,14,101,90,1.5,1,37,15,77,203,358,59,59,52,49,39,232,322,261,229,224,236,237,179,191,206,129,83,24,16,6,1107,3631,0,259,0,158,3302,1366,2010,1292,0,0,3302,"Ear"
"172","2014","D12","Other operations on mastoid",1428,1418,803,625,0,48,1276,88,6,103,86,1.4,1,35,6,27,121,166,24,22,23,19,22,111,97,101,80,106,85,87,84,74,71,46,30,16,6,2,601,1126,5,106,0,54,1364,707,689,675,0,0,1364,"Ear"
"173","2014","D13","Attachment of bone anchored hearing prosthesis",1478,1477,692,786,0,6,1391,79,1,121,75,0.9,1,48,0,20,89,72,21,16,8,9,6,33,48,64,66,100,113,159,140,138,145,123,60,30,14,4,1198,243,1,104,0,7,1470,1302,175,1295,0,0,1470,"Ear"
"174","2014","D14","Repair of eardrum",8668,8656,4315,4353,0,25,8324,302,5,113,90,0.9,1,34,0,52,697,1416,191,162,144,113,122,608,646,631,547,549,572,564,500,380,383,207,120,43,11,1,4858,3243,6,835,3,30,8626,5693,2961,5665,0,0,8626,"Ear"
"175","2014","D15","Drainage of middle ear",29995,29853,16364,13631,0,555,28940,336,22,72,56,1.6,1,19,63,8566,10203,1758,160,114,102,85,97,479,535,632,678,756,816,873,831,839,905,603,439,290,105,53,26853,5050,138,1068,4,577,29276,27921,2024,27252,0,29276,0,"Ear"
"176","2014","D16","Reconstruction of ossicular chain",1351,1350,657,694,0,1,1264,85,0,96,81,0.9,1,39,0,3,44,97,24,13,25,16,11,75,138,100,122,121,132,116,110,73,69,37,12,12,0,0,645,640,0,137,0,1,1349,782,568,781,0,0,1349,"Ear"
"177","2014","D17","Other operations on ossicle of ear",810,810,341,469,0,3,793,14,0,107,97,0.9,1,47,0,2,3,4,0,4,1,2,1,22,33,71,75,119,134,110,87,56,47,27,9,1,1,1,320,463,2,83,0,3,807,403,405,402,0,0,807,"Ear"
"178","2014","D19","Extirpation of lesion of middle ear",849,844,485,364,0,20,802,20,2,74,47,2.3,1,35,2,25,118,121,16,13,13,9,9,47,53,42,24,33,56,56,43,40,38,30,25,17,10,7,624,557,1,57,0,22,822,681,163,659,0,822,0,"Ear"
"179","2014","D20","Other operations on middle ear",3095,3081,1583,1512,0,52,2947,79,3,67,47,1.9,1,28,1,263,804,437,36,47,39,25,27,103,104,84,98,129,135,165,118,134,140,81,72,32,16,5,2816,526,16,89,0,55,3026,2905,186,2840,0,3026,0,"Ear"
"180","2014","D22","Operations on eustachian canal",51,51,21,30,0,0,51,0,0,58,43,1,1,49,0,1,1,0,0,0,0,0,1,1,5,3,5,4,5,4,4,4,3,3,6,1,0,0,42,8,0,1,0,0,51,43,8,43,0,51,0,"Ear"
"181","2014","D23","Operations on inner ear",130,130,49,81,0,7,118,5,0,54,49,0.6,0,51,0,1,0,4,0,0,0,0,0,7,2,7,5,7,23,17,15,14,9,10,3,4,1,0,106,15,7,9,0,7,123,115,14,109,0,123,0,"Ear"
"182","2014","D24","Operations on cochlea",1082,1080,505,576,1,11,895,173,1,76,43,1.1,1,33,28,276,88,50,12,17,9,10,5,24,28,28,34,40,46,48,43,49,69,63,62,37,13,2,129,1095,0,114,0,12,1068,243,828,240,0,1068,0,"Ear"
"183","2014","D26","Operations on vestibular apparatus",112,110,45,67,0,0,103,6,1,72,64,1.6,1,54,0,0,0,0,0,0,0,0,0,4,0,1,8,11,14,17,21,12,8,8,6,2,0,0,49,102,0,4,0,1,109,53,57,52,0,109,0,"Ear"
"184","2014","D28","Other operations on ear",1710,1695,893,817,0,72,1585,37,1,82,47,2.7,0,30,7,169,317,233,31,31,25,22,21,86,74,69,55,64,70,77,46,63,68,53,62,38,18,9,1482,642,32,83,1,73,1622,1565,138,1484,0,1622,0,"Ear"
"185","2014","E01","Excision of nose",73,73,47,26,0,0,73,0,0,28,17,3.6,2,68,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,7,4,17,8,6,12,2,6,8,231,0,3,0,0,73,11,62,11,0,73,0,"Nasal"
"186","2014","E02","Plastic operations on nose",3751,3732,1974,1777,0,33,3324,373,2,97,77,1.1,1,44,1,1,7,22,20,40,76,113,96,452,411,339,274,270,247,202,187,167,246,179,174,135,62,18,1857,2143,15,299,1,35,3697,2156,1572,2125,0,0,3697,"Nasal"
"187","2014","E03","Operations on septum of nose",21318,21241,13951,7365,2,346,20734,155,6,77,64,1,1,40,3,34,63,136,92,191,325,407,418,2236,2553,2563,2171,2138,2109,1786,1354,989,850,435,254,120,50,11,14090,6916,44,1529,1,352,20889,15619,5584,15305,0,20889,0,"Nasal"
"188","2014","E04","Operations on turbinate of nose",4572,4553,2505,2066,1,97,4422,31,3,81,66,1.1,1,35,3,38,248,442,89,82,77,70,62,431,417,464,328,359,375,253,236,195,152,95,78,42,23,8,3378,1321,16,249,0,100,4453,3627,920,3533,0,4453,0,"Nasal"
"189","2014","E05","Surgical arrest of bleeding from internal nose",7935,7340,4389,3546,0,5243,1941,59,97,64,48,2.6,1,59,0,289,605,346,63,45,39,27,38,96,84,81,94,132,229,317,380,463,705,751,953,955,762,476,1766,15694,1077,70,18,5340,2000,1836,1537,463,0,2000,0,"Nasal"
"190","2014","E07","Other plastic operations on nose",3157,3153,1998,1159,0,11,3079,62,1,104,91,0.9,1,30,2,1,3,9,13,66,138,176,157,613,619,434,292,229,175,85,62,41,24,9,6,2,0,0,1629,1343,4,280,0,12,3141,1909,1242,1899,0,0,3141,"Nasal"
"191","2014","E08","Other operations on internal nose",10076,10007,6193,3882,1,1050,8731,181,45,71,56,1.2,1,43,137,1341,319,165,35,37,36,30,21,259,377,509,540,692,866,940,867,831,812,582,367,189,82,30,5680,5457,669,638,11,1095,8912,6318,3324,5588,0,8912,0,"Nasal"
"192","2014","E09","Operations on external nose",26375,26295,13237,13135,3,1036,24372,851,36,55,41,1.3,1,66,22,385,186,196,32,34,32,44,47,230,282,363,449,703,1017,1375,1683,2188,3389,3507,3790,3364,2076,967,24114,2921,596,431,29,1072,25223,24545,1750,23473,0,25223,0,"Nasal"
"193","2014","E10","Other operations on nose",715,707,362,353,0,51,633,22,1,36,25,2.9,1,54,5,45,23,17,7,1,4,0,2,13,22,21,25,30,29,45,63,59,56,77,70,60,27,13,597,325,24,18,1,52,655,615,92,563,0,655,0,"Nasal"
"194","2014","E11","Operations on fixtures for nasal prosthesis",50,49,29,21,0,1,37,11,0,58,45,3.8,1,55,1,2,0,0,0,0,0,0,1,1,1,2,3,2,6,3,3,2,10,4,3,3,3,0,35,55,1,5,0,1,48,40,10,38,0,48,0,"Nasal"
"195","2014","E12","Operations on maxillary antrum using sublabial approach",107,107,49,58,0,6,100,0,1,65,47,2,1,49,0,0,1,0,0,1,0,0,1,4,6,9,13,7,11,11,10,11,10,8,3,1,0,0,63,90,1,10,0,7,100,73,32,68,0,100,0,"Nasal"
